Адрес,Метро,Время до метро,Цена,Цена за квадрат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Год постройки,Тип жилья,Высота потолков,Санузел,Вид из окон,Ремонт,Мусоропровод,Количество лифтов,Тип дома,Тип перекрытий,Парковка,Отопление,Балкон/лоджия,Отделка,Этажность здания,Кол-во комнат
"Москва, ЦАО, р-н Хамовники, Большой Левшинский пер., 11",Смоленская,9,395000000.0,1542969.0,256.0,87.0,35.0,3,2003,Вторичка,3.3,4,На улицу,Без ремонта,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,7,4
"Москва, ЦАО, р-н Тверской, Вадковский пер., 16",Савёловская,9,13900000.0,458746.0,30.3,17.877,7.0,4,1960,Вторичка,2.5,1,Во двор,Косметический,Нет,0,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,5,1
"Москва, ЦАО, р-н Мещанский, просп. Мира, 70",Рижская,8,35349999.0,380108.0,93.0,50.0,19.0,2,1944,Вторичка,3.0,1,На улицу и двор,Дизайнерский,Да,1,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,7,2
"Москва, ЦАО, р-н Красносельский, Большая Спасская ул., 31",Комсомольская,12,13800000.0,383333.0,36.0,21.24,9.0,1,1976,Вторичка,2.87,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1
"Москва, ЮЗАО, р-н Гагаринский, Ленинский просп., 44",Ленинский проспект,19,25500000.0,425000.0,60.0,38.9,9.2,6,1958,Вторичка,2.87,1,На улицу,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2
"Москва, ВАО, р-н Гольяново, Амурская ул., 2Ак4",Локомотив,13,24100000.0,290012.0,83.1,42.9,14.1,4,2023,Вторичка,2.87,2,Во двор,Косметический,Да,2,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,17,3
"Москва, ЮВАО, р-н Южнопортовый, 5-я Кожуховская ул., 21",Кожуховская,8,19500000.0,296804.0,65.7,37.3,7.7,1,1956,Вторичка,3.1,1,Во двор,Евроремонт,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 170Ек6",Лесопарковая,6,12100000.0,345714.0,35.0,16.0,10.0,12,2023,Вторичка,2.7,1,Во двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,23,1
"Москва, ЗАО, р-н Дорогомилово, Кутузовский просп., 33",Кутузовская,4,23700000.0,395000.0,60.0,37.0,12.0,5,1937,Вторичка,3.2,1,Во двор,Косметический,Да,1,Кирпичный,Смешанные,Наземная,Центральное,1,Неизвестно,8,2
"Москва, ЦАО, р-н Арбат, Малый Каковинский пер., 8",Смоленская,5,125000000.0,595238.0,210.0,182.0,16.0,5,2002,Вторичка,3.0,2,Во двор,Дизайнерский,Нет,3,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,12,5
"Москва, ЮАО, р-н Даниловский, Дубининская ул., 59к8",Серпуховская,4,23100000.0,589286.0,39.2,13.6,15.3,26,2024,Вторичка,2.87,1,Во двор,Евроремонт,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,33,1
"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",Кутузовская,8,159900000.0,1066000.0,150.0,75.0,15.0,20,2012,Вторичка,3.1,3,Во двор,Дизайнерский,Да,4,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,53,3
"Москва, ЦАО, р-н Тверской, Ильинка 3/8 жилой комплекс",Площадь Революции,2,342390000.0,2388490.0,143.35,56.1,44.5,4,2024,Новостройка,3.35,3,Во двор,Косметический,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,5,3
"Москва, ЦАО, р-н Тверской, Ильинка 3/8 жилой комплекс",Площадь Революции,2,321790000.0,2036774.0,157.99,58.7,39.8,2,2024,Новостройка,3.35,4,Во двор,Косметический,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,5,1
"Москва, ЦАО, р-н Тверской, Ильинка 3/8 жилой комплекс",Площадь Революции,2,833270000.0,3629699.0,229.57,57.2,65.2,5,2024,Новостройка,3.35,4,Во двор,Косметический,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,5,3
"Москва, ЦАО, р-н Тверской, Ильинка 3/8 жилой комплекс",Площадь Революции,2,144720000.0,2134828.0,67.79,21.2,27.0,2,2024,Новостройка,3.35,2,Во двор,Косметический,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,5,1
"Москва, ЦАО, р-н Тверской, Ильинка 3/8 жилой комплекс",Площадь Революции,2,157340000.0,2168412.0,72.56,19.1,28.9,1,2024,Новостройка,3.35,2,Во двор,Косметический,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,5,1
"Москва, ЦАО, р-н Тверской, Ильинка 3/8 жилой комплекс",Площадь Революции,2,160790000.0,2109551.0,76.22,36.1,17.6,1,2024,Новостройка,3.35,2,Во двор,Косметический,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,5,2
"Москва, ЦАО, р-н Тверской, Ильинка 3/8 жилой комплекс",Площадь Революции,2,213520000.0,2707583.0,78.86,23.6,31.6,4,2024,Новостройка,3.35,2,Во двор,Косметический,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,5,1
"Москва, ЦАО, р-н Пресненский, ул. Спиридоновка, 18",Пушкинская,11,219000000.0,1273256.0,172.0,99.0,24.0,5,1967,Вторичка,3.4,2,Во двор,Дизайнерский,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,4
"Москва, ЮАО, р-н Москворечье-Сабурово, Каширское ш., 74А",Москворечье,12,12300000.0,299854.0,41.02,24.201800000000002,6.973400000000001,5,2022,Вторичка,2.8,1,На улицу и двор,Без ремонта,Да,4,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,25,1
"Москва, ЮЗАО, р-н Южное Бутово, Южнобутовская ул., 10",Бульвар Адмирала Ушакова,3,15000000.0,254669.0,58.9,35.0,11.0,9,2003,Вторичка,2.64,1,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,22,2
"Москва, ЮВАО, р-н Южнопортовый, ул. 1-я Машиностроения, 6А",Дубровка,5,19490000.0,298012.0,65.4,38.586,14.0,1,2001,Вторичка,2.7,1,Во двор,Дизайнерский,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,2
"Москва, ВАО, р-н Сокольники, ул. 2-я Сокольническая, 4",Сокольники,6,26000000.0,400000.0,65.0,40.0,8.0,8,1978,Вторичка,2.87,1,На улицу и двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,3
"Москва, ЗАО, р-н Дорогомилово, Кутузовский просп., 24",Выставочная,6,35300000.0,482900.0,73.1,43.129,12.427,8,1945,Вторичка,3.2,1,На улицу,Дизайнерский,Нет,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2
"Москва, ЦАО, р-н Мещанский, просп. Мира, 56С2",Проспект Мира,5,25000000.0,371471.0,67.3,49.0,8.0,5,1933,Вторичка,2.8,1,На улицу,Косметический,Да,1,Кирпичный,Деревянные,Наземная,Центральное,2,Неизвестно,5,3
"Москва, СВАО, р-н Марьина роща, Новосущевская ул., 15",Марьина Роща,12,36890000.0,558094.0,66.1,35.1,10.0,10,2007,Вторичка,3.0,1,Во двор,Евроремонт,Да,2,Монолитный,Нет информации,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,14,2
"Москва, ВАО, р-н Измайлово, Измайловский проезд, 5А",Измайловская,18,13200000.0,325926.0,40.5,13.2,19.5,3,2020,Вторичка,2.8,1,На улицу,Без ремонта,Да,2,Монолитный,Железобетонные,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,5,1
