Vremja_do_metro,Obschaja_ploschad,Zhilaja_ploschad,Ploschad_kuhni,Etazh,God_postrojki,Tip_zhilja,Vysota_potolkov,Sanuzel,Vid_iz_okon,Remont,Musoroprovod,Kolichestvo_liftov,Tip_doma,Tip_perekrytij,Parkovka,Otoplenie,Balkonlodzhija,Otdelka,Etazhnost_zdanija,Kolvo_komnat,shirota_doma,dolgota_doma,Rasstojanie_do_tsentra,Rasstojanie_do_metro,Okrug,Tsena_za_kvadrat_log
14,18.1,16.8,1.3,2,1971,Вторичка,2.5,1,На улицу,Косметический,Да,0,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,1,55.713547,37.766558,10.171569893168336,1.0842635390094177,ЮВАО,12.93450250690105
11,46.0,28.0,6.0,4,1975,Вторичка,2.64,1,Во двор,Дизайнерский,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.87095,37.598807,13.140199366672588,0.9389761618610336,СВАО,12.657562191949618
9,54.6,31.0,11.6,15,2024,Вторичка,2.87,2,Во двор,Без ремонта,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,23,2,55.901384,37.642833,16.511264074032976,1.9411580103666966,СВАО,12.10294851618414
8,127.27,75.0893,15.0,14,2024,Вторичка,2.87,2,На улицу,Без ремонта,Да,2,Монолитно-кирпичный,Железобетонные,Многоуровневая,Центральное,1,Неизвестно,15,3,55.726796,37.57024,4.36807583411352,0.5448114097679929,ЦАО,14.282405610588306
10,32.7,18.8,6.1,9,1973,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1,55.616183,37.709766,16.28522425522861,0.8172726827755542,ЮАО,12.51978789502877
6,212.3,125.257,20.0,7,2017,Вторичка,3.4,3,На улицу и двор,Без ремонта,Да,1,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,7,4,55.754177,37.598519,1.4149834783977786,0.2949746456006229,ЦАО,13.8955898803521
27,36.0,10.8,16.9,9,2024,Новостройка,2.7,1,На улицу,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Чистовая,33,1,55.627504,37.640587,14.092262478877455,1.3735637410098693,ЮАО,12.606897001988743
4,123.8,37.8,39.4,3,2024,Новостройка,3.91,3,Во двор,Косметический,Да,1,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,6,2,55.76174,37.641494,1.5725367656209792,0.3828246822600836,ЦАО,14.383628953210488
10,95.0,56.05,16.150000000000002,4,1907,Вторичка,2.87,2,На улицу и двор,Дизайнерский,Да,1,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,5,3,55.762176,37.593704,1.9637264090796964,0.7537600675961157,ЦАО,14.166908704061388
4,39.2,25.2,6.1,7,1973,Вторичка,2.64,1,Во двор,Косметический,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,14,2,55.767848,37.835764,13.573522143366695,2.1468969345115485,ВАО,12.511455874027478
4,113.3,71.6,8.3,10,2024,Новостройка,3.4,3,На улицу и двор,Косметический,Да,3,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Чистовая,16,3,55.780071,37.628801,2.9878467768391004,0.8714686272400105,ЦАО,14.416487623552088
15,22.4,13.216,3.0,2,1968,Вторичка,2.5,1,Во двор,Дизайнерский,Да,0,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,3,1,55.796602,37.694154,6.632115975939849,1.1755230620129633,ВАО,12.846515009658091
5,126.0,74.33999999999999,21.42,15,2019,Вторичка,3.0,2,На улицу,Без ремонта,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,21,4,55.785959,37.561859,5.174598103301393,0.4778280860318125,САО,13.022280024110499
10,90.0,40.0,20.0,5,2024,Вторичка,3.2,2,Во двор,Без ремонта,Нет,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2,55.726015,37.572252,4.337784168451332,0.5373160811053543,ЦАО,13.9108207377686
4,60.0,37.0,12.0,5,1937,Вторичка,3.2,1,Во двор,Косметический,Да,1,Кирпичный,Смешанные,Наземная,Центральное,1,Неизвестно,8,2,55.74147,37.540784,5.217104877603691,0.43257775344055177,ЗАО,12.886641043883259
4,35.0,20.0,10.0,3,1971,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1,55.814866,37.706371,8.672050527500677,1.7427064662400658,ВАО,12.562746589468405
14,76.7,45.253,10.0,8,1999,Вторичка,2.74,1,Во двор,Без ремонта,Нет,2,Монолитный,Нет информации,Наземная,Центральное,3,Неизвестно,9,3,55.773145,37.69357,5.047016293047238,0.9152832627041811,ЦАО,12.653661300771391
7,213.9,124.0,15.0,4,1913,Вторичка,3.6,3,На улицу и двор,Дизайнерский,Нет,5,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,6,5,55.754679,37.608428,0.8004714787046894,0.5300408669387676,ЦАО,14.46069940328915
9,50.0,30.0,8.0,2,1955,Вторичка,3.0,1,Во двор,Косметический,Да,0,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,2,2,55.744698,37.662344,2.7769831698410212,0.8223396711857777,ЦАО,13.337474757021274
11,31.0,19.0,5.6,2,1962,Вторичка,2.7,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Открытая,Центральное,1,Неизвестно,5,1,55.725072,37.669028,4.378792707874668,0.7566731401642506,ЮВАО,12.751766253825139
15,95.71,90.0,5.0,20,2022,Вторичка,3.0,2,На улицу,Без ремонта,Нет,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,21,4,55.794401,37.654251,4.998734141864055,1.23935898628178,ЦАО,12.905281417468714
4,39.34,23.2106,16.8,32,2024,Новостройка,2.87,1,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Чистовая,53,1,55.830766,37.401483,16.2320939571803,0.30719220893502314,СЗАО,12.844628995538205
8,73.28,34.5,16.0,17,2024,Новостройка,3.0,2,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,2,Неизвестно,26,2,55.819641,37.425737,14.289288672418225,0.6204149592707852,СЗАО,12.779317984849683
4,39.7,25.6,6.7490000000000006,9,2024,Новостройка,2.87,1,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,35,1,55.859478,37.474884,14.931696596510724,0.5176323011063169,САО,12.862011087557791
9,81.3,40.0,12.0,3,2007,Вторичка,2.87,2,Во двор,Дизайнерский,Нет,1,Кирпичный,Железобетонные,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,9,2,55.778801,37.598825,3.1334561532354352,0.18376613735839153,ЦАО,13.387657192698208
3,53.5,32.0,8.8,9,1972,Вторичка,2.7,1,Во двор,Без ремонта,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,15,2,55.634974,37.661087,13.444883081134124,0.33157498144788256,ЮАО,12.537191291509682
10,61.0,35.0,12.0,6,1933,Вторичка,3.2,1,Во двор,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,3,55.74445,37.613072,1.13423381592649,0.7362667361283952,ЦАО,13.418208540983052
17,64.73,34.1,13.0,13,2023,Вторичка,3.15,1,На улицу и двор,Без ремонта,Да,4,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,21,3,55.783038,37.508661,7.777548171710499,0.9132951541586621,САО,12.922430853870674
17,54.5,32.0,10.0,5,1978,Вторичка,2.64,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,2,55.596015,37.537389,18.31653643409145,1.2157491984838211,ЮЗАО,12.39752736770535
2,39.4,24.2,6.1,11,1968,Вторичка,2.6,1,На улицу,Косметический,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,2,55.706203,37.585727,5.72372094385486,0.08951828265087695,ЮАО,12.932910855607565
8,110.0,64.89999999999999,16.0,4,2024,Вторичка,2.87,2,Во двор,Евроремонт,Да,0,Монолитно-кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,4,3,55.745235,37.589338,2.1970901220072605,0.5973578379084175,ЦАО,13.699997568801608
13,109.0,90.0,10.0,2,2022,Вторичка,3.1,2,На улицу,Дизайнерский,Нет,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,9,4,55.7502,37.647091,1.6794460951072563,1.2481638097916452,ЦАО,14.12810863268724
3,35.7,21.063,10.0,5,2002,Вторичка,2.87,1,На улицу,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1,55.54674,37.55734,23.37673842665537,0.22399936763478906,ЮЗАО,12.591736326341438
12,46.0,30.0,6.0,2,1968,Вторичка,2.64,1,Во двор,Косметический,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.622497,37.652499,14.729518252640911,1.0539381178907383,ЮАО,12.446458687039339
12,118.0,69.61999999999999,10.0,3,2021,Вторичка,3.0,3,Во двор,Без ремонта,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,7,4,55.749851,37.646112,1.6291226851021878,1.2248342955558233,ЦАО,13.694012756099616
5,42.0,18.0,10.0,16,1973,Вторичка,2.8,1,На улицу,Дизайнерский,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1,55.790787,37.638395,4.281865543245822,0.42032883871552806,ЦАО,13.098265338020271
16,50.1,29.559,13.4,18,2018,Вторичка,2.9,1,Во двор,Без ремонта,Да,4,Монолитный,Железобетонные,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,31,1,55.557765,37.555023,22.195213287839557,1.0819810332929662,ЮЗАО,12.474101604508027
8,94.3,56.3,16.031000000000002,8,2024,Новостройка,3.15,1,Во двор,Косметический,Да,2,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Без отделки,13,2,55.752673,37.587245,2.1239016722929307,0.5395962005707237,ЦАО,13.805460222110773
21,35.0,20.65,10.0,10,1972,Вторичка,2.64,1,Во двор,Без ремонта,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1,55.721853,37.834875,13.889651808942114,1.2661392607717328,ВАО,12.562746589468405
8,78.0,46.0,10.0,10,1985,Вторичка,2.64,1,Во двор,Евроремонт,Да,2,Блочный,Железобетонные,Наземная,Центральное,2,Неизвестно,17,3,55.760575,37.415173,12.947834691474736,0.6064270512560945,ЗАО,12.713043850558964
4,122.0,64.0,11.0,2,2003,Вторичка,2.7,2,На улицу,Дизайнерский,Да,2,Панельный,Железобетонные,Наземная,Центральное,4,Неизвестно,14,4,55.807526,37.519018,8.77645287236173,0.38244820332412094,САО,12.649074357167065
7,88.0,64.0,7.0,4,1930,Вторичка,3.0,1,На улицу и двор,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,2,Неизвестно,5,4,55.745899,37.719396,6.236010817034224,0.6975631082688764,ЮВАО,12.438267113444798
7,53.1,32.5,9.4,6,1966,Вторичка,2.5,1,Во двор,Косметический,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,2,55.782871,37.72802,7.4645035126775605,0.540634114204653,ВАО,12.67595751772457
8,168.0,95.0,19.0,3,2024,Новостройка,3.2,3,На улицу и двор,Косметический,Да,1,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,6,4,55.740254,37.604349,1.8176323839682582,0.5392582637777725,ЦАО,14.391990205463406
9,70.0,42.0,9.5,7,1979,Вторичка,2.87,1,Во двор,Евроремонт,Да,2,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,12,3,55.735601,37.475692,9.345082383229045,0.6487227379865835,ЗАО,12.745068729596108
6,55.3,30.6,8.0,1,1936,Вторичка,3.2,1,На улицу,Без ремонта,Да,0,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,5,2,55.738485,37.539114,5.412574261512186,0.37076381973524436,ЗАО,12.823161877043546
13,50.4,34.0,6.0,2,1972,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.709231,37.785288,11.440600627434543,1.0122485542546806,ЮВАО,12.33351113908602
14,37.7,12.0,18.5,14,2024,Вторичка,2.87,1,Во двор,Косметический,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,24,1,55.696905,37.624301,6.3150281320876775,0.835770711843479,ЮАО,12.989211341386417
7,41.6,30.1,4.5,11,2024,Новостройка,2.87,1,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Чистовая,31,2,55.727192,37.735746,7.7818789571262075,0.652678941787978,ЮВАО,12.761559922881816
